,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
56,0.918,0.924,0.918,0.918,0.13551591796874995,0.015634805965423583,1.853,0.9029966401195284
57,0.915,0.921,0.915,0.915,0.14177880859375003,0.018396565109491347,1.624,0.894997700823803
58,0.907,0.913,0.907,0.907,0.15125400390625,0.018466295343637466,1.572,0.9029762727394923
59,0.916,0.922,0.916,0.916,0.13851806640624997,0.01653889971971512,1.629,0.9018848736531873
60,0.913,0.919,0.913,0.913,0.14289697265625,0.015544737315177918,1.580,0.9008077776616359
61,0.917,0.922,0.917,0.917,0.13684326171875005,0.013423262155056,1.589,0.8966782725230256
62,0.915,0.921,0.915,0.915,0.13776259765624999,0.01185762206017971,1.595,0.9067751131027736
63,0.911,0.918,0.911,0.911,0.14492919921875003,0.01538941032886505,1.589,0.902056935117734
64,0.914,0.92,0.914,0.914,0.14167841796875003,0.014710433769226074,1.618,0.8993356572184621
65,0.915,0.92,0.915,0.914,0.14098222656250003,0.015339786398410797,1.615,0.8993481236726515
66,0.912,0.918,0.912,0.912,0.14456591796874996,0.019329380205273628,1.577,0.895637670874039
67,0.912,0.919,0.912,0.911,0.14454580078125,0.015234179091453552,1.600,0.8976157479564546
68,0.914,0.921,0.914,0.914,0.14260527343749996,0.016124078181385993,1.505,0.8953073634929519
69,0.913,0.919,0.913,0.913,0.14470664062500005,0.018716385200619697,1.681,0.896603089473883
70,0.915,0.921,0.915,0.915,0.13917099609375005,0.016188501286506653,1.573,0.9053694315707879
71,0.917,0.923,0.917,0.917,0.13478574218749995,0.0117507947742939,1.557,0.9106231687929471
72,0.911,0.917,0.911,0.911,0.14585771484374999,0.01637221156358719,1.547,0.8966704478987574
73,0.915,0.922,0.915,0.915,0.13881669921874995,0.014132587337493896,1.599,0.9015446154670801
74,0.914,0.919,0.914,0.913,0.14660380859375,0.021288254430890084,1.587,0.8843223491113706
75,0.914,0.921,0.914,0.914,0.13905947265624996,0.011604119181632996,1.587,0.9043559809256593
76,0.917,0.922,0.917,0.916,0.13682207031250004,0.016250813794136048,1.617,0.902402482715801
77,0.916,0.921,0.916,0.915,0.13805185546874998,0.013862312972545624,1.565,0.9046640744214551
78,0.913,0.92,0.913,0.914,0.14333476562500003,0.01635206595659256,1.595,0.9018582550649864
79,0.916,0.922,0.916,0.916,0.13691728515625,0.013099399894475937,1.592,0.9078461798717261
80,0.914,0.921,0.914,0.914,0.14182460937499997,0.01598449122905731,1.696,0.9035480203266337
81,0.914,0.92,0.914,0.914,0.14274824218750004,0.01724971139431,1.621,0.8956164461308945
82,0.916,0.922,0.916,0.915,0.1399779296875,0.018066489791870116,1.665,0.8905174966199357
83,0.912,0.918,0.912,0.912,0.14470761718750003,0.018206022644042967,1.605,0.8952893178223414
84,0.908,0.916,0.908,0.909,0.15222910156250002,0.020239508360624315,1.587,0.8945741990549432
85,0.916,0.922,0.916,0.916,0.13699746093749998,0.013776487478613854,1.586,0.9038487287170887
86,0.912,0.918,0.912,0.912,0.14535585937499995,0.016760806381702423,1.597,0.9018459910102814
87,0.916,0.923,0.916,0.916,0.13685302734375004,0.012854016762971878,1.545,0.9071648159325341
88,0.914,0.922,0.914,0.915,0.1415533203125,0.018993486428260802,1.572,0.8954891517649077
89,0.911,0.918,0.911,0.911,0.14429833984374996,0.015519746765494346,1.598,0.8973984410222338
90,0.914,0.92,0.914,0.914,0.14264453124999998,0.014595729959011077,1.581,0.8934475741065059
91,0.91,0.917,0.91,0.91,0.14892626953125,0.018386190164089204,2.502,0.8919674893564028
92,0.91,0.918,0.91,0.91,0.14793037109374996,0.019173406028747557,1.601,0.8923198552999194
93,0.908,0.917,0.908,0.908,0.14988974609375005,0.018699633932113647,1.546,0.895992329716436
94,0.915,0.921,0.915,0.914,0.14113398437500002,0.01498321945667267,1.608,0.8946243376380354
95,0.915,0.922,0.915,0.915,0.14089580078124997,0.01893500292301178,1.566,0.9052326275138003
96,0.915,0.921,0.915,0.914,0.140136328125,0.01532657355070114,1.569,0.9008179053204559
97,0.914,0.92,0.914,0.914,0.14149345703125005,0.015974064302444458,1.598,0.8996427662714366
98,0.916,0.921,0.916,0.916,0.13820898437499995,0.016381676399707796,1.717,0.8990376909146839
99,0.913,0.92,0.913,0.913,0.14226875000000005,0.014256617921590805,1.616,0.8994169943934572
