,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
81,0.818,0.821,0.818,0.819,0.45061457519531245,0.39370823402404787,1.613,0.967837498685179
82,0.81,0.811,0.81,0.809,0.4553290283203125,0.38542721576690675,1.432,0.9652246126602572
83,0.817,0.818,0.817,0.817,0.45101943359374996,0.3900780878186226,1.587,0.9669622111291352
84,0.821,0.822,0.821,0.821,0.450298828125,0.3956905219316483,1.557,0.9680646092119087
85,0.818,0.82,0.818,0.818,0.44953933105468746,0.38951639289855955,1.675,0.9664870799652082
86,0.812,0.816,0.812,0.813,0.460945947265625,0.3907721403121948,1.414,0.9637804212379631
87,0.816,0.817,0.816,0.816,0.45273395996093746,0.38955554480552673,1.572,0.9658663626103212
88,0.815,0.818,0.815,0.816,0.454247607421875,0.39088881483078003,1.867,0.9655631147180996
89,0.811,0.814,0.811,0.811,0.45331032714843755,0.38459951877593995,1.473,0.9652395207545386
90,0.814,0.816,0.814,0.815,0.45205515136718755,0.3865642786502838,1.715,0.9653127109232604
91,0.818,0.819,0.818,0.817,0.4489691650390625,0.39081257581710815,1.434,0.9677279381687057
92,0.821,0.823,0.821,0.821,0.45135039062500004,0.39529828767776487,1.556,0.9673340899836373
93,0.815,0.816,0.815,0.815,0.4531751220703125,0.38855081095695493,1.594,0.9653798239266177
94,0.811,0.813,0.811,0.811,0.45480031738281246,0.387138233089447,2.191,0.9655506937510865
95,0.816,0.817,0.816,0.816,0.45554130859374997,0.3918219560623169,1.716,0.9656427418305897
96,0.815,0.817,0.815,0.815,0.4536130126953125,0.3882670842170715,1.898,0.9650074910991486
97,0.816,0.817,0.816,0.816,0.45075446777343753,0.3901045763015747,1.707,0.9672871491669554
98,0.809,0.81,0.809,0.809,0.45759431152343755,0.3858473633289337,1.360,0.9646033119704777
99,0.817,0.818,0.817,0.817,0.45347702636718745,0.39239073543548586,1.502,0.9664131967993175
