,accuracy,precision,recall_score,f1score,brierscore,expectedcalibrationerror,inferencetime,auroc
87,0.973,0.973,0.973,0.973,0.10188247070312495,0.18761144148111344,0.844,0.9981904467541994
88,0.972,0.973,0.972,0.972,0.10176206054687498,0.1858346407532692,0.937,0.9982863956000522
89,0.972,0.973,0.972,0.972,0.10092749023437497,0.185025350189209,0.826,0.998081654093725
90,0.971,0.971,0.971,0.971,0.10250219726562504,0.18592638742923737,0.783,0.9981072333192765
91,0.972,0.972,0.972,0.972,0.10279760742187505,0.1864020990014076,0.847,0.9981517441637793
92,0.97,0.971,0.97,0.97,0.10350888671875003,0.18526217209100723,0.796,0.998148167832705
93,0.974,0.974,0.974,0.974,0.09954995117187504,0.18703964210748672,0.904,0.9983693422570065
94,0.97,0.97,0.97,0.97,0.10293188476562498,0.18366357328891755,1.143,0.9979058022553525
95,0.973,0.973,0.973,0.973,0.10363154296874999,0.18453505973815917,1.195,0.9979556176937814
96,0.969,0.97,0.969,0.969,0.10586103515625,0.18651097376346587,0.940,0.9978131897679805
97,0.971,0.972,0.971,0.971,0.10238813476562503,0.18580103307962417,1.085,0.9980656112873794
98,0.973,0.973,0.973,0.973,0.09928056640625005,0.18592783876657487,1.340,0.9983020274351307
99,0.971,0.971,0.971,0.971,0.103133935546875,0.18406648094654082,1.408,0.998020690565042
